input,labels
I watch ONE PIECE on TV ,0
and wedding expenses .,1
"Yesterday , I went to interview for a part - time job , which is about web programming .",0
I want to be able to look forward to come every Monday .,0
I m a music composer and I want to know useful ,0
I also felt that listening part was very difficult .,0
I would like to write about my sister .,0
"It is difficult to explain about Japanese in English , but it was good studying for me .",1
Have a nice weekend .,1
Now I realize the significance of intonation .,0
He looks like something but he is actually already grandpa !,0
 Yellowstone Is Rising on Swollen Earth ,1
My brain hates tedious and monotonous stuff .,0
I am searching the information about Chernobyl .,0
by a lot of engineer is effort .,1
I ' m looking for it ,0
I absolutely bet men and women of all ages will be satisfied with the restaurant !,1
"Secondly , ",1
But this opportunity is very important for me !,0
Son do nt laugh without wonder and do nt ask about things which,1
"when the food coming , we were all speechless from shock .",0
and I am going to libraly for getting back lented books .,0
I am reading Chris Anderson is book FREE .,0
I also asked her if Baby is parents spoke English well .,1
Sinano River as to valley area is the largest in Japan .,1
I m planning a trip to a hot spring resort in March .,0
Suddenly I came up with the idea that I could clean my room up ! !,1
I can not understand ,0
"Stress in Russian is not fixed , it may fall on any syllable and normally it is not indicated with an accent mark , The best way to learn the stress is to memorize it by listening and repeating after a native speaker .",0
"Today , I had to send an e - mail to the customer support of foreign company for getting help with our computer trouble .",0
Then we went to shopping for my friend is winter coat .,0
She said it would be a fit for me .,1
We talked about a lot of things .,1
"Hi everyone , ",1
"So , some people hate the number in Japan .",0
I hope it wo not cost an arm and a leg .,0
The greatest gift of all,0
So I ca not feel relaxed talking with her .,1
I hope Argentina can win this game .,1
"Here , you can check the image of Mt .",0
It was fine today .,0
"Although the popularity of the Korean wave is going up , the quality of the contents is somewhat going down because of some people having an eye on get - rich - quick fever in the Korean wave .",1
How it goes ?,1
"But , in fact , it is nt a glory any more to some families .",1
There is no internet ! !,1
I really want to study English conversation in a natural,1
"We say ' each other ' when there are two people and if there are more than people , we say ' one another ' .",1
"However , it is possible for them to keep working in the society with husband s and the family s surrounding them cooperation if they want to have a job .",0
But this was my first time taking part in it .,1
 ' Cause I believe there is a way you can love me,1
Hi everyone .,0
"On the other hand , Saddie was more delightful , and she seemed she did not care about her skin color .",0
"Although equity is not traded at its fundamental value these days , ",1
 This is not the exact translation of the above poem .,0
"We give our mother something as a present , for example a flower , a letter , a cake , clothes and so on .",1
I have to go to bed soon .,1
I was actually going to go shopping last weekend but for two reasons I had been keeping it t for two weeks .,1
"Becouse if you are lazy in your job , do not you feel a lack of pride ? ?",1
We took shelter in the office .,1
Homework for Friday !,0
"I also understand a little bit of German , but I do not like this language .",1
It is a beginning to write some English .,1
My time is your time .,0
Help to correct please !,1
Early health care plans emerged in the s and were termed sickness insurance programs given that they provided coverage only for hospitalizations .,0
What is more important than your sons ?,1
There are no rabies dog in Japan latest .,0
"When the Japanese try to express Today is medicine is far more advanced than it was years ago , for example , they tend to write like Comparing with years ago , today is medicine is far more advanced . The problem is that the things compared are not ' years ago ' and ' today is medicine ' but ' medicine of years ago ' and ' today is medicine ' .",1
But I still ca not understand some words in the lyric .,0
This is a cleverly constructed novel which can be separated into two parts .,1
"Thank you , Mademoiselle . ",1
proved its effectiveness against common ailments .,1
"Finally , it is Friday ! ! !",1
I went to school with Natalia .,1
But I did nt laugh at all .,0
"I will see her , who I had not seen for months .",1
"As I studied harder , I faced the fact that learning English is a difficult subject to master .",1
